review_rate,review_text,object_address,overall_rating,review_num,object_url,date_complete,postal_code,year,latitude_longitude,latitude,longitude
5,Franchement ici tout les staff de la CPAM sont très gentils et leur service ont efficace...je me suis très contente d'avoir trouvé camsa CPAM staff qui travaillait très rapide et correctement...merci tous à la CPAM 12...,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",juin 2020,75012,2020.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
1,"Il faudrait transmettre la bonne adresse à vos ""clients"" car ils n'arrêtent pas de venir au 127 boulevard Diderot alors que ce n'est plus la bonne adresse","5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",juin 2020,75012,2020.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
5,Très bonne équipe accueil parfait et bonne organisation,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",juillet 2020,75012,2020.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
1,Aucune boite a l'extérieure pour y déposé les documents administratif,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",,75012,,"(48.8381167, 2.3938557)",48.8381167,2.3938557
4,Accueil chaleureux et satisfaisant,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",mars 2021,75012,2021.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
1,Bornes automatiques hors Services 😡 …,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",avril 2023,75012,2023.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
1,L’agent à l’entrée est agacé à chaque mot qu’on dit. C’est limite on a pas le droit de se tromper il se braque directement. Faut arrêter.,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",mai 2023,75012,2023.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
4,"J'y suis allée mercredi dernier à 13h30 et il y avait déjà une longue file d'attente et beaucoup de gens se disputaient pour leurs propres raisons bien que les officiers essayaient aussi d'expliquer. À 15h30, alors que je suis presque près de la porte, un autre agent explique et fait de son mieux pour accommoder le plus de monde possible parce qu'ils sont déjà en train de fermer. Je suis partie parce que je n'ai pas de traducteur puisque je ne parle pas français, la femme m'a expliqué que j'en avais besoin.

Aujourd'hui, vendredi, je suis allée ici à 8h55 et il y avait environ 15 personnes dans la file d'attente quand je suis arrivée. Mais à 9 heures précises, ils ont ouvert et nous ont fait entrer en conséquence. On nous a donné un numéro et nous avons attendu notre tour. L'officier ne parlait pas anglais, donc un traducteur est vraiment nécessaire. Et n'oubliez pas d'apporter votre passeport, il sera également vérifié à l'entrée.

J'ai terminé à 9h45 et il n'y avait plus de file d'attente. Je pense que c'est le meilleur moment pour venir ici.","5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",février 2023,75012,2023.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
5,"Excellent！Ils sont très patients et serviables！L'un d'entre eux peut parler anglais, donc ne vous inquiétez pas si votre français est mauvais，Je recommande vivement cet endroit！.","5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",janvier 2021,75012,2021.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
5,Très bon service client,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",septembre 2022,75012,2022.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
4,"Nouvellement ouvert pour AME aide médicale,
Pas encore beaucoup de monde","5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",,75012,,"(48.8381167, 2.3938557)",48.8381167,2.3938557
3,"En raison du covid-19, leurs services sont plus lents que d'habitude. Mais j'apprécie leurs services","5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",avril 2021,75012,2021.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
5,"Excellent endroit et bon traitement, mais il faut être anglophone.","5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",novembre 2020,75012,2020.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
5,Superbe,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",novembre 2019,75012,2019.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557
1,Pas possible de se renseigner auprès d’une service compétent car 2 agents sécurité ne savent rien. Ils se débarrasse de vous très vite . Aucune gentillesse. Sauvage ! Comment c’est possible qu’il y a deux types et zéro connaissance ? Il faut p-e remplacer un d’eux par une personne compétente et utile ? Inutile de payer deux personnes pour rien ….,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mars 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"Alors là franchement ça devient vraiment n'importe quoi , pas d'agence d'accueil ? Comment cela se fait il ? Ça ne devrait pas être normal, juste des machines et des agents de sécurité qui ne peuvent pas nous aider car ce n'est pas leur rôle.","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mars 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
3,Je connais déjà quand j m'installer.. Hier je suis passée voir mais le petit agent a ses préjudices.. Jaime pas ça quant je vois le mauvais gueule..,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",novembre 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
5,"Rendez-vous par téléphone efficace et agréable. Ma demande a été traitée rapidement par une personne compétente et à l’écoute, ça fait du bien. Merci !","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",janvier 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,Je met 00000 étoile pour cette agence c’est vraiment grand n’importe quoi ce n’est plus comme avant ya bien longtemps maintenant ya une autre équipe qui sont nulle ainsi ils vous mettent un agent de sécurité qui se prend je ne sais pas pour qui  il répond à la place de l’agent qui y travaille pour la sécurité sociale  et il te refoule manque de respect aux gens   honnêtement cette sécurité sociale devrait revoir pour le changement de tout ses  salariés qui ne font pas leurs travail sinon ils devraient mieux de la fermer ils sont incompétents honte à eux,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",octobre 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,Pas d'accueil le vigile fort désagréable quand on les appelles aucune réponse à ma demande je suis mécontente de ce service à l'époque c'était vraiment mieux,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mars 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,DÉSERT AUCUNE PERSONNE POUR VOUS RENSEIGNER 2 VIGILES OCCUPÉ A SURFER EY JOUER AVEC LEUR TELEPHONE DÉSOLANT COMME SERVICE,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",février 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"Je suis profondément déçu de la qualité des renseignements fournis par un des agents de service de la CPAM... Faire preuve d'autant d'incompétence lorsqu'on occupent un poste de la fonction publique est simplement inacceptable!! La seule réponse était ""je ne sais pas, je ne sais pas"" pourtant, une autre de ces collègues avait retrouvé avec facilité les informations qui m'étaient indispensables. Honteux, toit simplement","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",août 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
3,"Je mets 0 étoile pour l’assurance maladie en général. Je me suis retrouvée baladée pendant 1h40, entre différents services au téléphone, avec des personnes vraiment très ennuyées de devoir m’aider, car j’ai un soucis un peu complexe, qui provient par ailleurs de l’organisation de la sécu en interne, et non de mon fait. Sans préciser la perte de documents que je leur envoie, aucune communication entre les services … bref.
Mais heureusement aujourd’hui j’ai rencontré une dame adorable, douce et aidante qui a fait tout ce qu’elle pouvait pour retrouver du sens dans ce bourbier. Si vous avez la chance de tomber sur elle, c’est une personne avec les cheveux bouclés et poivre et sel, elle est humaine et respectueuse! Dans tout ce négatif, il y a des petites perles.","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",juillet 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"J’ai eu un monsieur au téléphone. Je lui ai expliqué la situation. Alors lui au lieu de m’aider, il commence à me reprocher. Très désagréable et incompétent. J’ai commencé à lui demander son prénom et nom . Il refuse de le donner et il commence à me demander mes coordonnées et mon adresse. ??? Il veut me menacer c est ça?
En plus, il m’a raccroché au nez.
Je vous invite à vraiment à vérifier l’identité de la personne.
J’ai eu ce monsieur le jeudi 21/04/2022 à 13h40-13h50.(conversation enregistrée)","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",avril 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"Les personnes travaillant dans ce centre ne sont pas à l'écoute et n'en rien a faire de la détresse des gens qui cherchent à rétablir leur situation.
Personne inhumaine, incompétent, manque de respect totale !!
Merci le service public vous m'avez bien écœurée !!","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mars 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"Tu demandes un renseignement t’as l’impression de déranger carrément, dommage j’peux pas mettre 0 étoiles, vous êtes 0","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",janvier 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
5,"Je remercie beaucoup Mr. Ben La Star de m'avoir aidé dans mes démarches, étant donné que j'ai perdu ma carte vitale. Ça fait du bien d'avoir des gens sympathiques et à l'écoute comme cette personne !","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",décembre 2021,75020,2021.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"Agent de sécurité qui fait office de d'agent d'accueil mais qui ne peut pas vous rediriger vers le service qu'il vous faut!
Du grand n'importe quoi","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",septembre 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
2,Plus de personnes que des ordinateurs 💻 dur …,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mars 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"Pur service au monde !
Il font attendre les vieux de plus de 80 ans dehors sous la pluie pour super longtemps !!!","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",septembre 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
5,"Un maghrébin qui fait la sécurité qui parle très très mal aux vieilles personnes alors que ces personnes ont besoin d’aide mais bon...
a l’intérieur c’est une autre histoire, deux jeunes femmes se sont occupées de moi, et m’ont aidé pour mettre à jour ma carte vitale car la première ne trouvait pas le problème. Merci beaucoup.","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",avril 2021,75020,2021.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
5,"Malgré des conditions d’accueil difficile en raison de la Covid, les agents sont à l’écoute et ont à cœur de résoudre au mieux les problèmes. Un merci tout particulier à une jeune femme probablement d’origine Indienne (dont j’ignore malheureusement le nom) qui fut d’une grande aide dans ma situation, sa gentillesse et sa patience m’ont été d’un grand soutien.","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",novembre 2020,75020,2020.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"Heureusement qu'il y a le site internet de l'assurance maladie , car si on doit compter sur la diligence et l'empressement des employés de cette agence on risque d'y passer la journée !
Pour mettre à jour la carte vitale une borne est installée à l'extérieur , opérationnelle 24h/24 et 7j/7 , enfin c'est ce qu'ils disent car la borne est à l'image du reste dans cette agence : hors service !
J'ai mis une étoile car le zéro n'était pas disponible !","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",novembre 2019,75020,2019.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"UNE HONTE et je pèse vraiment mes mots ça fait aujourd’hui 2 mois que ma mère attend son indemnisation journalière 2 MOIS. Dès qu’elle appelle ou qu’elle se rend sur place toujours pareil ça va arriver d’ici 15 jours je crois que nous n’avons pas la même définition du terme 15 jours.
Et depuis la sécu ne bouge pas je comprends qu’il y est énormément de demande et que il y est beaucoup de chose à faire mais clairement ça devient abuser.
DOMMAGE QUE JE NE PEUX PAS METTRE 0 ÉTOILE revoyez votre mode de fonctionnement parce que là ça devient honteux.","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",octobre 2020,75020,2020.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"Juste que d'effectuer des travaux ,comme dans tous les services publics ayant pour seul but d' en supprimer les sièges est inhumain et tout bonnement scandaleux , nombre de gens ne peuvent rester debout des heures comme des chiens , il me semble que vous êtes bien placés pour le savoir  , et parfois nous sommes traités plutôt lestement , je trouve que ça n'est pas normal non plus ,de plus ,les centres sont souvent fermés et les mises à jour ne sont pas effectives du tout sur le site consacré ça aussi c'est  une sorte de mépris !Quand à la réponse sur les horaires donnée plus bas par la responsable ,c'est aussi  incroyable d'avoir à payer 6 ct d'euro la minute en attendant des demie heure pour tomber sur quelqu'un souvent  de très désobligeant qui vous renvoie sur internet ayant pu vous identifier comme ayant déjà utilisé ce service et ne voulant comprendre que ça vous est impossible car personne ne vous aide en plein été , d'autres  plus aimables vous donnent des informations erronées et se montrent très condescendants ,la roulette à trop cher ,merci réponse à tout , souvent on vous fait faire des allées retour après des heures debout manque toujours quelque chose on se croirait en prison !","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",juillet 2019,75020,2019.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
1,"Personnel ignorant de ses propres règles et procédures, ne vérifie pas les dossiers soumis.
Ca fait plusieurs mois que ma compagne a soumis son dossier de demande de droits à la sécurité sociale: premier courrier : perdu. Deuxième courrier recommandé avec accusé de réception perdu.. et qu'on a rendez vous, le personnel ne connait pas ses propres règles et procédures. 0 étoiles.
Est-ce une stratégie délibérée pour dissuader les gens de leurs droits ?!","98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",avril 2021,75020,2021.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637
