review_rate,review_text,object_address,overall_rating,review_num,object_url,date_complete,postal_code,year,latitude_longitude,latitude,longitude,sentiment
5,franchement ici tout staff cpam tr gentil servic efficacej tr content davoir trouv camsa cpam staff travaillait tr rapid correctementmerci tou cpam,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",juin 2020,75012,2020.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
1,faudrait transmettr bonn adress client car narrtent venir boulevard diderot alor nest plu bonn adress,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",juin 2020,75012,2020.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
5,tr bonn quip accueil parfait bonn organis,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",juillet 2020,75012,2020.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
1,aucun boit a lextrieur dpo document administratif,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",,75012,,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
4,accueil chaleureux satisfais,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",mars 2021,75012,2021.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
1,born automatiqu hor servic,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",avril 2023,75012,2023.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
1,lagent lentr agac chaqu mot quon dit cest limit a droit tromper braqu direct faut arrter,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",mai 2023,75012,2023.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
4,jy all mercredi dernier h dj longu file dattent beaucoup gen disputai leur propr raison bien offici essayai aussi dexpliqu h alor presqu pr port autr agent expliqu fait mieux accommod plu mond possibl parc quil dj train fermer parti parc nai traducteur puisqu parl franai femm expliqu jen besoin aujourdhui vendredi all ici h environ personn file dattent quand arriv heur prcise ouvert fait entrer consquenc a donn numro attendu tour loffici parlait anglai donc traducteur vraiment ncessair noubliez dapport passeport galement vrifi lentr jai termin h ny plu file dattent pens cest meilleur moment venir ici,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",février 2023,75012,2023.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
5,excellentil tr patient serviableslun dentr peut parler anglai donc inquitez si franai mauvaisj recommand vivement cet endroit,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",janvier 2021,75012,2021.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
5,tr bon servic client,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",septembre 2022,75012,2022.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
4,nouvel ouvert ame aid mdical encor beaucoup mond,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",,75012,,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
3,raison covid leur servic plu lent dhabitud japprci leur servic,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",avril 2021,75012,2021.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Negative
5,excel endroit bon traitement faut tre anglophon,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",novembre 2020,75012,2020.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Positive
5,superb,"5 Rue de la Durance, 75012 Paris, France",3.7,50,"https://www.google.fr/maps/place/CPAM+Paris+12/@48.8370362,2.3885378,16.39z/data=!4m6!3m5!1s0x47e673c30ce76aed:0xb1b2d0f67387fa79!8m2!3d48.837866!4d2.3935733!16s%2Fg%2F11gmfyhp42",novembre 2019,75012,2019.0,"(48.8381167, 2.3938557)",48.8381167,2.3938557,Positive
1,possibl renseign aupr dune servic comptent car agent scurit savent rien dbarrass tr vite aucun gentilless sauvag comment cest possibl quil a deux type zro connaiss faut pe remplac deux personn comptent util inutil payer deux personn rien,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mars 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
1,alor franchement a devient vraiment nimport quoi dagenc daccueil comment cela fait a devrait tre normal just machin agent scurit peuvent aider car nest rle,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mars 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
3,connai dj quand minstal hier pass voir petit agent a prjudic jaim a quant voi mauvai gueul,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",novembre 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
5,rendezv tlphone efficac agrabl demand a trait rapid personn comptent lcout a fait bien merci,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",janvier 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
1,met toil cett agenc cest vraiment grand nimport quoi nest plu comm avant ya bien longtemp mainten ya autr quip null ainsi mettent agent scurit prend sai rpond place lagent travail scurit social refoul manqu respect gen honntement cett scurit social devrait revoir changement tout salari font leur travail sinon devraient mieux fermer incompt hont,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",octobre 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
1,daccueil vigil fort dsagrabl quand appel aucun rpons demand mcontent servic lpoqu ctait vraiment mieux,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mars 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
1,dsert aucun personn renseign vigil occup a surfer ey jouer telephon dsolant comm servic,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",février 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
1,profond qualit renseign fourni agent servic cpam fair preuv dautant dincompt lorsquon occup post fonction publiqu simplement inaccept seul rpons tait sai sai pourtant autr collgu retrouv facilit inform mtaient indispens honteux toit simplement,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",août 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
3,met toil lassur maladi gnral retrouv balad pendant h entr diffrent servic tlphone personn vraiment tr ennuy devoir maider car jai souci peu complex provient ailleur lorganis scu intern non fait san prciser pert document envoi aucun commun entr servic bref heureus aujourdhui jai rencontr dame ador douc aidant a fait tout quell pouvait retrouv sen bourbier si chanc tomber cest personn cheveux boucl poivr sel humain respectueus tout ngatif a petit perl,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",juillet 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
1,jai monsieur tlphone expliqu situat alor lieu maider commenc reproch tr dsagrabl incompt jai commenc demand prnom nom refus donner commenc demand coordonn adress veut menac a plu raccroch nez invit vraiment vrifier lidentit personn jai monsieur jeudi hhconvers enregistr,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",avril 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
1,personn travail centr lcout nen rien a fair dtress gen cherchent rtablir situat personn inhumain incompt manqu respect total merci servic public mavez bien cure,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mars 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
1,demand renseign ta limpress dranger carrment dommag jpeux mettr toil,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",janvier 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
5,remerci beaucoup mr ben star mavoir aid dmarch tant donn jai perdu cart vital a fait bien davoir gen sympathiqu lcout comm cett personn,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",décembre 2021,75020,2021.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
1,agent scurit fait offic dagent daccueil peut redirig ver servic quil faut grand nimport quoi,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",septembre 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
2,plu personn ordinateur dur,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mars 2023,75020,2023.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
1,pur servic mond font attendr vieux plu an dehor sou pluie super longtemp,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",septembre 2022,75020,2022.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
5,maghrbin fait scurit parl tr tr mal vieill personn alor personn besoin daid bon a lintrieur cest autr histoir deux jeun femm occup mont aid mettr jour cart vital car premir trouvait problm merci beaucoup,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",avril 2021,75020,2021.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
5,malgr condit daccueil difficil raison covid agent lcout cur rsoudr mieux problm merci tout particuli jeun femm probabl dorigin indienn dont jignor malheureus nom dune grand aid situat gentilless patienc mont dun grand soutien,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",novembre 2020,75020,2020.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
1,heureus quil a site internet lassur maladi car si doit compter dilig lempress employ cett agenc risqu dy passer journ mettr jour cart vital born instal lextrieur oprationnel h enfin cest quil disent car born limag rest cett agenc hor servic jai mi toil car zro ntait dispon,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",novembre 2019,75020,2019.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
1,hont pse vraiment mot a fait aujourdhui moi mre attend indemnis journalir moi ds quell appel quell rend place toujour pareil a va arriv dici jour croi navon mme dfinit term jour depui scu boug comprend quil normment demand beaucoup chose fair clairement a devient abus dommag peux mettr toil revoyez mode fonctionn parc a devient honteux,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",octobre 2020,75020,2020.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
1,just deffectu travaux comm tou servic public seul but supprim sige inhumain tout bonnement scandaleux nombr gen peuvent rester debout heur comm chien sembl bien plac savoir parfoi trait plutt lestement trouv a nest normal non plu plu centr souvent ferm mise jour effect tout site consacr a aussi cest sort mpri quand rpons horair donn plu ba respons cest aussi incroy davoir payer ct deuro minut attend demi heur quelquun souvent tr dsoblig renvoi internet pu identifi comm dj utili servic voulant comprendr a imposs car personn aid plein dautr plu aimabl donnent inform erron montrent tr condescend roulett trop cher merci rpons tout souvent fait fair all retour apr heur debout manqu toujour quelqu chose croirait prison,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",juillet 2019,75020,2019.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
1,personnel ignor propr rgle procdur vrifi dossier soumi ca fait plusieur moi compagn a soumi dossier demand droit scurit social premier courrier perdu deuxim courrier recommand accu rception perdu quon a rendez personnel connait propr rgle procdur toil estc stratgi dlibr dissuad gen leur droit,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",avril 2021,75020,2021.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
5,jai reue rapid matin dame tout fait charmant parfait aiguil nai lhabitud plbiscit ladministr mauvai foi seul regret cest dire a passera toujour comm a,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",,75020,,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
1,auparav chais asseoir ts retir laisser gen debout attendr pendant heur voil servic public scurit social aujourdhui respect portent malad vraiment dsolant,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",septembre 2020,75020,2020.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
1,quand doit rendr scu sait davanc quon va perdr journ alor faut poser rtt cest long mond dattent,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",juillet 2020,75020,2020.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
1,parol aucun act jai fair personn diffrent version diffrent moi payer ijss hont a demand si personn form,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",novembre 2021,75020,2021.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Positive
5,jy all laccueil rendezv jai trouv tr pratiqu possibilit prendr rendezv lign lespac ame monsieur scurit tait accueil guider jusquaux box tait destin rendezv jy all rclamat jai trouv ctait vraiment tr fluid jai suit tait reu a trait ca immdiat jai vraiment chanc personn reu tait vraiment tr agrabl lcout efficac tomb bien loin lagenc crime excrabl jai tait tonn contrast entr agenc franchement satisfait,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",,75020,,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
2,madam monsieur bonjour lamplitud horair nest fait salaristravailleur pourquoi nouvrez jusqu h jeudi comm tout institut publiqu comm mairi ceux bell journ tout mond,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",,75020,,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
3,problm gnral sauf fermetur travaux born extrieur recharg cart fonctionn,"98 Rue de Lagny, 75020 Paris, France",2.6,91,"https://www.google.fr/maps/place/CPAM+de+Paris/@48.8488736,2.408246,17.65z/data=!4m6!3m5!1s0x47e6727dc5b49d83:0xd898bba56cfb4c83!8m2!3d48.8488849!4d2.4100187!16s%2Fg%2F11bvt68j8d",mai 2020,75020,2020.0,"(48.8489446, 2.4101637)",48.8489446,2.4101637,Negative
